,cluster,count,total_paid_median,total_paid_mean,total_paid_std,total_claims_median,total_claims_mean,total_claims_std,paid_per_claim_median,paid_per_claim_mean,paid_per_claim_std,paid_per_beneficiary_median,paid_per_beneficiary_mean,paid_per_beneficiary_std,n_unique_hcpcs_median,n_unique_hcpcs_mean,n_unique_hcpcs_std,n_servicing_npis_median,n_servicing_npis_mean,n_servicing_npis_std,n_years_active_median,n_years_active_mean,n_years_active_std,n_months_active_median,n_months_active_mean,n_months_active_std
22,21,193,118210.05000000002,2021305.9468911916,5873987.4296988705,1944.0,10670.041450777202,23021.791731068406,67.53812425328555,107.71285576281171,117.02898666801798,126.54264331210192,172.34105717784507,140.34826500166372,1.0,1.6476683937823835,3.661484110229703,1.0,4.492227979274611,8.483512914142416,2.0,3.3367875647668392,2.0730271850230415,21.0,31.383419689119172,24.72532723736572
23,22,1176,0.0,479356.38984693884,3713941.5178939165,144.0,12041.804421768707,87487.30069116056,0.0,34.91602695763756,145.0956047219104,0.0,125.57937176442707,504.4233219908144,2.0,4.929421768707483,14.019170522304286,1.0,1.9753401360544218,17.74342634914739,1.0,2.320578231292517,1.9412963439803095,4.0,14.233843537414966,22.405635556797023
24,23,152,0.0,0.0,0.0,84.5,632.6513157894736,2315.438694462202,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.8947368421052633,3.740166612318922,1.0,1.013157894736842,0.3450087263559628,1.0,1.5855263157894737,1.118443093297675,2.0,5.8618421052631575,10.558602996913335
25,24,479,0.0,515863.3831524008,3579545.813198548,171.0,7672.356993736952,35347.70043001777,0.0,50.05166853249242,255.8015052754189,0.0,134.0848870852709,433.3700694603128,2.0,4.469728601252609,8.578374955187916,1.0,1.3402922755741127,3.213313166243564,2.0,2.3674321503131526,1.8665363743320935,4.0,13.784968684759917,20.96833894284505
26,25,765,0.0,378256.39385620906,3361951.1105474783,139.0,7205.568627450981,40355.338533280345,0.0,38.92716977867662,192.7088643651342,0.0,97.6204973433593,462.3311535413042,2.0,4.45359477124183,8.653722575673806,1.0,1.518954248366013,6.786089788072246,1.0,2.2065359477124185,1.8252760388892404,4.0,13.018300653594771,20.517638427393074
27,26,551,0.0,1229226.0206352088,18665128.50689792,143.0,18292.75499092559,187689.775441275,0.0,38.04099977243914,69.53054364755663,0.0,146.4213726264067,463.03661547961025,2.0,5.312159709618875,15.698425429435272,1.0,1.6950998185117967,8.024822486794502,1.0,2.4664246823956444,2.00595878532133,4.0,16.130671506352087,23.94807229484597
28,27,145,0.0,123.17241379310344,1483.1922701877947,84.0,1324.0758620689655,7363.059757143119,0.0,1.3244345569150908,15.948303980513941,0.0,1.3535430087154225,16.29881615590985,2.0,3.420689655172414,6.967851738836456,1.0,0.9793103448275862,0.4782631411513,1.0,1.8275862068965518,1.2982083144034333,2.0,6.979310344827586,12.071815755394212
29,28,1012,0.0,644819.681333992,5984624.358793094,143.5,9980.786561264822,86667.3196040642,0.0,43.30553367700384,176.1420337697515,0.0,146.30460584578222,657.8449185530093,2.0,4.6976284584980235,14.844977846677475,1.0,2.372529644268775,36.00616163782767,1.0,2.41897233201581,1.9500071600024236,4.0,14.392292490118576,22.15321300780453
30,29,920,0.0,727494.6032608697,9340666.358330946,210.0,17901.327173913043,229469.18507879274,0.0,46.411999877698484,198.6719017635355,0.0,146.54041302117577,884.2776419430693,2.0,5.5793478260869565,14.926814848883945,1.0,1.3456521739130434,3.482598214698665,1.0,2.392391304347826,1.9396068668026671,5.0,14.872826086956522,22.08008276969582
31,30,1211,0.0,729978.4452601158,5588921.425939884,136.0,30573.125516102395,520545.3845135454,0.0,43.85344600593678,173.8213402751547,0.0,132.20556817303046,460.41829141610634,2.0,5.340214698596202,22.387862553310622,1.0,1.716763005780347,9.322675178746362,1.0,2.3707679603633363,1.9452262367726936,4.0,14.321222130470685,22.38413776827529
32,31,914,0.0,540951.5369474837,3345811.2346598324,149.0,7218.2560175054705,40404.157885956054,0.0,41.35227177488191,127.29758574320697,0.0,161.3491724961065,694.959237224548,2.0,4.262582056892779,12.394880241266458,1.0,1.4770240700218817,4.980797464210511,1.0,2.3916849015317285,1.9561952042587898,4.0,15.257111597374179,23.157174725441735
33,32,1057,0.0,456379.764115421,3214199.2147229705,161.0,8981.502365184484,45268.62502945114,0.0,39.18860681749747,190.2348645629872,0.0,136.61000645054784,563.3496434930884,2.0,5.362346263008515,13.273928557074754,1.0,1.672658467360454,6.838140850646792,2.0,2.411542100283822,1.8969620814908494,4.0,14.747398297067171,21.961777129437056
34,33,586,0.0,292947.44414675765,2538238.6812277893,124.5,7741.283276450512,48934.56664562215,0.0,20.63780321591093,62.66524875317235,0.0,79.87454602973584,325.277351785086,2.0,3.9283276450511946,7.700259709361117,1.0,1.5563139931740615,6.119136528973135,1.0,2.0580204778157,1.6814865745627028,3.0,11.540955631399317,19.689969552174134
35,34,226,10952.67,360031.55862831854,1556927.734967523,140.0,3542.991150442478,15612.623148662227,38.17625273390037,134.63883241624606,190.26683619374418,46.48588445416439,177.1598390451145,250.99237122290734,2.0,2.9690265486725664,3.789331917569929,1.0,1.2654867256637168,1.2928363245381167,2.0,3.2920353982300883,2.302390703128492,6.0,20.29646017699115,25.255242550861606
36,35,886,0.0,551766.7708803612,3544235.4993222165,179.5,12339.463882618511,163464.20756669008,0.0,47.600298356627896,203.21679561332175,0.0,144.7904985314031,562.7490258330893,2.0,5.1952595936794586,21.488907139394456,1.0,1.481941309255079,5.642174828205143,2.0,2.4390519187358914,1.9531833507945826,4.0,15.238148984198645,22.74095711664694
37,36,736,0.0,1005124.8114402173,6115534.192425772,259.5,14306.991847826086,89014.47068593149,0.0,61.23007356885611,244.57609304532141,0.0,222.9032018917475,883.9536051242517,2.0,5.9646739130434785,20.433235615453988,1.0,2.28125,14.045929579600704,2.0,2.614130434782609,2.065068411009018,5.0,17.46195652173913,24.48481230718012
38,37,1128,0.0,767199.1269769503,8756240.528787335,176.0,10863.487588652482,125132.85945159325,0.0,41.65814575902189,156.6861283411286,0.0,143.54259432585178,522.3370519621263,2.0,4.140070921985815,7.343629801671551,1.0,1.3404255319148937,2.373933533638582,1.0,2.38031914893617,1.904984142468905,4.0,14.592198581560284,21.86922516189076
39,38,765,0.0,480741.5112287582,3720094.67788756,123.0,14630.586928104574,157643.65957314777,0.0,37.301705239102745,166.932925415551,0.0,99.90699822295659,375.3541742648398,2.0,5.856209150326797,28.529817758223537,1.0,2.366013071895425,19.74866674338296,1.0,2.3228758169934642,1.8872851194223113,3.0,13.730718954248365,22.15759026653404
40,39,646,0.0,531125.6223839009,3365751.3355925004,164.0,8384.292569659443,58582.646372820636,0.0,49.650979406084055,171.37581724326205,0.0,171.37830554675796,537.175752969031,2.0,4.715170278637771,16.79865218528798,1.0,1.411764705882353,4.776634115162283,2.0,2.4489164086687305,1.983581539345989,4.0,15.244582043343653,22.878762232645084
41,40,404,0.0,755737.4274504948,5493223.693703992,216.5,9600.636138613861,38156.1761602235,0.0,41.85595786623963,129.95182697422297,0.0,148.4910829262063,488.03375414693534,2.0,4.5495049504950495,8.913982367055379,1.0,1.301980198019802,1.8009911910052003,2.0,2.512376237623762,2.0166417548179285,5.0,16.096534653465348,23.684193677328224
42,41,458,0.0,1195547.2851091702,6602215.089364075,221.5,18255.731441048036,105366.41127015706,0.0,73.0957942838126,301.9457915010992,0.0,196.10541704869178,551.5652247021891,2.0,5.64410480349345,20.07333323005734,1.0,1.6593886462882097,5.115913437868735,2.0,2.7074235807860263,2.152193303846858,5.0,18.48471615720524,25.880993127782205
43,42,1159,0.0,709428.9267385679,5621457.973409014,174.0,19772.58412424504,352187.45824798703,0.0,45.258949761395606,132.4392525644507,0.0,188.73594809009475,680.0271654530296,2.0,5.2648835202761,19.45921914252159,1.0,1.5599654874892148,6.110354076632117,2.0,2.550474547023296,2.0318698346701254,4.0,15.924935289042278,23.46110714946946
44,43,1050,0.0,973056.5338,8952627.51421027,190.0,12227.907619047619,71915.79078568121,0.0,48.459525770368515,147.24144585606817,0.0,151.81451925387339,474.73918384158037,2.0,4.497142857142857,9.839246108971997,1.0,1.7247619047619047,7.095659610654586,2.0,2.4257142857142857,1.9327851536641925,4.0,14.957142857142857,22.26076225462388
45,44,562,0.0,462196.3175622776,3611988.191037617,181.0,11809.346975088967,123530.52602028093,0.0,49.395032133640676,192.2496089184363,0.0,157.74746598088106,637.415385777724,2.0,6.434163701067615,28.78521060332213,1.0,2.1743772241992882,16.85890440719991,2.0,2.5106761565836297,2.011746229810303,4.0,15.01067615658363,21.898076000389366
46,45,505,0.0,1581042.6305148513,14190273.121933948,212.0,19570.52277227723,227964.76328844923,0.0,85.9379237657028,631.5082116737678,0.0,219.51861440199272,984.6852210215065,2.0,6.695049504950495,43.4197178715747,1.0,2.9445544554455445,22.80083051278864,2.0,2.489108910891089,1.9640570352507658,5.0,16.097029702970296,23.230566444886936
47,46,460,461.19500000000005,1094575.0769347828,6342854.748316157,275.5,19468.317391304347,146053.83856850953,5.383911733304101,68.66224004015614,257.57402593158633,6.34136525137817,249.1935654375763,901.0658397593977,2.0,6.923913043478261,32.013012637344694,1.0,3.006521739130435,18.022557907795022,2.0,2.717391304347826,2.098480033789167,6.0,18.6,25.188024958443833
48,47,765,0.0,446367.54304575163,2102982.745832588,269.0,10112.780392156863,68672.09858672673,0.0,56.44124376511226,276.3184328366192,0.0,152.84138973222508,482.50564130517625,2.0,4.98562091503268,15.128543539300276,1.0,1.3712418300653595,2.1853172940639274,2.0,2.58562091503268,2.0207178983452763,5.0,16.70980392156863,23.48892956552678
49,48,250,5358.615,109510.54003999999,641610.8345017778,126.0,1253.536,5450.129948775364,42.94228764478764,67.66436991552759,72.21527366204036,48.850033783783786,104.61488033508353,244.2912796007982,1.0,1.572,2.0211770398720676,1.0,1.796,8.294914491765548,2.0,2.804,1.9505904779967034,7.5,16.256,19.61615758894227
50,49,1061,0.0,437228.7477002828,3587062.368589388,156.0,9778.421300659755,110033.1715073363,0.0,44.391085319692785,262.7865649274519,0.0,132.3390938135559,551.8280202551038,2.0,4.5966069745523095,15.45789618655311,1.0,1.8614514608859567,10.636739169286097,1.0,2.2478793590951933,1.7977469464708598,4.0,13.016022620169652,20.50445712281555
51,50,339,2943.32,254517.70480825956,2695529.0667108125,104.0,3916.6342182890858,41426.05800431726,37.723921568627446,71.42778250105818,88.82768769406361,45.865833333333335,93.43456202305529,174.33811324104218,2.0,3.0442477876106193,4.3657950614179635,1.0,2.0,7.78976722198944,2.0,2.528023598820059,1.9080053835930724,4.0,13.174041297935103,19.987328201867722
52,51,495,0.0,623188.1173737373,4575631.731021019,252.0,21904.614141414142,212208.1958951815,0.0,39.27721337213805,138.95413027158335,0.0,152.1803551396737,928.1799149971821,2.0,7.177777777777778,31.759991750997024,1.0,2.8707070707070708,26.302573158575,2.0,2.4404040404040406,1.9424888659438002,5.0,15.252525252525253,22.14551774424791
53,52,149,32345.37,409456.01979865774,2366870.410002972,241.0,2065.778523489933,14292.429700882587,211.75344262295081,258.07734092073275,405.3909355692058,270.3632888229476,463.8343024404901,586.9865798076528,1.0,1.4161073825503356,1.5513754626875211,1.0,1.1879194630872483,1.5698559389783737,2.0,2.6778523489932886,1.9530587803938484,7.0,16.033557046979865,18.967759312660167
54,53,131,913.7400000000002,306313.66885496187,1538473.2043394493,168.0,5140.954198473282,32697.507767615425,6.452105263157895,30.642033567262033,72.33173610145022,11.552931034482757,126.41838749933325,358.4584122151331,1.0,2.427480916030534,5.317649183254901,1.0,3.8396946564885495,10.38920800556863,2.0,2.404580152671756,1.8429851452057915,5.0,13.541984732824428,20.03583694743946
55,54,165,53735.0,460740.95254545455,2496263.1408403404,1553.0,8439.466666666667,37637.728834232104,29.993529411764708,73.64297748202345,223.0042320312694,31.104085312225155,88.11813523040173,260.83693084528187,1.0,1.290909090909091,1.093317740050684,1.0,1.1454545454545455,0.7092983947960897,4.0,3.9575757575757575,2.37710501104917,32.0,39.0,29.49307483825032
56,55,692,0.0,643103.043381503,7353431.233037894,119.0,26911.32225433526,460041.64512766775,0.0,33.03587868183433,127.6854877356612,0.0,115.70443616990389,410.1459449430802,2.0,5.583815028901734,25.005705245626622,1.0,2.804913294797688,38.13443853975133,1.0,2.209537572254335,1.789427485682729,3.0,12.364161849710984,20.862801468502354
57,56,219,1173.8600000000001,321694.458630137,3213362.0301452465,119.0,1909.0593607305937,10329.775282027877,8.454583333333334,29.66705207376097,96.30634049776707,15.602578796561602,58.52188998382741,184.79109825305434,1.0,1.995433789954338,3.1976162521922915,1.0,1.36986301369863,1.9966038779309305,1.0,1.91324200913242,1.5074000920436479,3.0,10.36986301369863,17.51657682718334
58,57,656,0.0,1941440.299969512,37355310.30905946,195.5,16825.246951219513,221475.1566459051,0.0,51.82503119401247,231.42632796721074,0.0,129.97897490989195,433.5947776626363,2.0,4.751524390243903,13.059026212226408,1.0,1.4253048780487805,3.146872902932808,2.0,2.448170731707317,1.9364868658199565,5.0,14.987804878048781,22.36757134779082
59,58,664,0.0,703454.9913403614,5010341.2616305165,193.0,13035.64156626506,93146.63680888564,0.0,53.17081422400522,142.98449801980507,0.0,162.05774723443835,551.9300575288707,2.0,6.180722891566265,27.235532455493896,1.0,2.808734939759036,22.556271491891717,2.0,2.4743975903614457,1.997571964711748,4.0,15.605421686746988,23.272684176544473
60,59,163,23536.77,195384.80386503067,748281.8179009303,208.0,2667.239263803681,9745.917587768976,85.68839335180056,105.30941852692594,71.3204083962959,113.47500000000001,121.35593691257495,79.57826036535019,2.0,4.993865030674846,5.572747767966409,1.0,1.4233128834355828,1.387313353129446,2.0,2.1104294478527605,1.5555799004814204,5.0,12.54601226993865,18.017207979666697
61,60,586,500.47,69716.65839590444,981743.0867922391,67.0,2372.633105802048,28570.58887977204,8.18884024577573,9.771967487135646,8.305404023992692,8.499430894308944,12.655063446331084,36.32982762499359,1.0,2.532423208191126,3.800558654176591,1.0,1.2747440273037542,2.233683941711533,2.0,2.363481228668942,1.858028777294337,3.5,11.271331058020477,17.577173346151046
62,61,213,90.0,449357.06676056335,5010058.772274702,69.0,14041.107981220657,107094.4425792531,2.27,9.322482802906238,21.63719038709561,2.48,27.156297451157496,204.24284151473387,1.0,6.915492957746479,29.434327193374248,1.0,2.187793427230047,6.575572384480406,1.0,2.352112676056338,2.003053740949311,3.0,12.995305164319248,22.047225823985094
63,62,216,3313978.2800000003,8581935.05712963,18135864.915280774,11937.0,29712.75925925926,84568.56819710982,330.6735588594699,389.7225261136601,448.34221618575674,6239.812544407878,7666.8539417969305,6547.577172373852,1.0,1.2361111111111112,0.8434655348780618,1.0,0.8194444444444444,1.3258754603785812,4.0,3.8333333333333335,2.1284342973508816,29.5,35.125,26.506482313788126
64,63,1277,1379.19,103046.43530148789,1615898.0249574126,66.0,593.2396241190289,6749.227988632114,21.130141843971632,30.396071513672368,118.79753947062194,50.586585365853665,82.21876455020484,246.54414902586302,1.0,1.0947533281127644,0.6393171117341431,1.0,1.0642129992169147,0.7368143612007187,1.0,1.7658574784651526,1.2173611505606337,2.0,4.3061863743148,8.015916823035704
65,64,145,1502.65,14161.169517241378,39952.97133865216,70.0,656.2206896551725,2516.7536614902397,29.494375,38.07904985491262,59.52663916226743,68.61151515151516,115.76415716235826,142.63717827592308,1.0,1.4965517241379311,1.5051953450698388,1.0,1.0620689655172413,0.3578618924943216,1.0,1.6896551724137931,1.2937737726173966,2.0,5.993103448275862,9.602876125674934
66,65,186,1272874.52,13700793.022419352,80411412.24955818,3448.0,39825.30107526882,251829.4185160149,344.18700971194403,603.7098168972936,874.3865405270132,384.4343239842019,698.237651887449,1006.0536316158766,1.0,1.4623655913978495,1.6509400420297562,1.0,1.6827956989247312,1.699419529255163,7.0,5.193548387096774,2.3307953149834377,70.0,52.494623655913976,31.198622164972843
67,66,254,16111.544999999998,40173.173031496066,77082.71947335734,271.5,668.6299212598425,1175.064262329154,67.87956756660046,63.96845186686307,34.558281789198176,145.5741957364341,154.14562691271348,87.80911890492843,1.0,1.0905511811023623,0.392203276903213,1.0,1.0748031496062993,0.6581166690105665,2.0,2.4921259842519685,1.7575182961040046,8.0,14.582677165354331,17.34510943358256
68,67,186,2207.125,676571.1292473117,4857612.925378275,53.0,46740.5,388412.0021316074,41.99857142857143,44.96158216657931,25.208091677813833,42.54107142857143,47.71220117953667,29.773292530326444,1.0,2.3548387096774195,7.280696671878276,1.0,1.1559139784946237,3.276846287600365,2.0,2.1881720430107525,1.4966881971307204,3.0,9.311827956989248,14.235834871139433
69,68,438,0.0,291236.3284018265,3640873.3429732355,120.0,5350.760273972603,27079.605271766148,0.0,24.491525416068463,112.43921304260957,0.0,41.6975770416205,174.64214315553414,2.0,4.431506849315069,9.351934809478243,1.0,1.2853881278538812,2.7775359427170843,1.0,2.009132420091324,1.620777189000268,3.0,10.714611872146119,18.657537938629318
70,69,545,0.0,705700.1744403668,5354291.551654347,166.0,10978.559633027522,76289.67444138095,0.0,37.24943351212246,108.80462916370767,0.0,108.35002343064633,379.13637849565475,2.0,4.875229357798165,14.590835887810515,1.0,2.4,17.9190787250053,1.0,2.2697247706422017,1.8596679310606552,4.0,14.159633027522936,22.041784847803157
71,70,352,90027.26,733406.441221591,2622364.7223307826,925.0,6919.372159090909,31195.39645589694,110.88084942289098,147.62896347781134,267.4361026127844,841.3622750281215,1028.7443369954435,1359.4802776271913,1.0,1.375,1.9629764016096458,1.0,1.25,2.2468718362276583,2.0,2.2698863636363638,1.8392374205208857,5.5,16.113636363636363,22.391966313840257
72,71,104,5946.119999999999,16445.636923076923,34626.99754408611,104.0,294.0,589.0009807630254,56.84616699930912,56.98599537207778,21.533335714941867,58.5207532051282,58.55895800366485,22.0823650448329,2.0,2.076923076923077,0.30184892036318656,1.0,1.3653846153846154,1.6549877089133385,1.0,2.105769230769231,1.5698510796403415,5.5,8.884615384615385,11.601228334954929
73,72,190,8792.62,58443.68931578947,374042.8611996583,171.0,1179.6052631578948,7675.231861239225,50.12652755613816,51.4633441882913,16.35036335059578,52.15122751240695,53.45906220348931,16.441133745120723,2.0,2.0894736842105264,0.4081118438389085,1.0,1.7421052631578948,4.969943075001495,2.0,2.231578947368421,1.6488099385044523,7.0,11.352631578947369,13.719675302012375
74,73,723,570300.51,2322291.6975518675,7689814.934314436,11544.0,32239.29598893499,65455.616700886996,46.604110290718744,76.37173928875774,170.29118518821338,319.25043586206897,395.32897707441225,689.5952881643008,1.0,1.7095435684647302,1.5994303649151824,1.0,1.0428769017980637,0.27264686007839656,7.0,5.912863070539419,1.7651247370030319,55.0,49.933609958506224,22.225450625571277
75,74,297,13360.23,110442.76575757576,392583.8214876904,259.0,1874.121212121212,5570.068401017599,48.94223744292238,58.40736553151938,59.53563275562538,52.376454903364355,61.59516153058043,67.14634250685604,2.0,2.771043771043771,1.6648502250131294,1.0,1.8754208754208754,4.417559622102814,2.0,3.164983164983165,2.341543023910461,9.0,23.22222222222222,26.792327797875796
76,75,272,762547.1599999999,15611049.302095592,53912464.77312126,5018.5,109773.125,367666.0064160578,124.85269395355698,193.1927019638612,352.9961282863916,1513.3297665783336,1628.6839085338645,1264.6593218917646,1.0,1.275735294117647,0.6881169903460211,1.0,0.8382352941176471,1.1149476729587213,4.0,3.863970588235294,2.3099071975134344,31.0,37.606617647058826,29.81968616505576
77,76,268,4002.4049999999997,91833.81074626865,782726.894433827,50.0,523.9104477611941,1654.221280356657,115.52263762143068,144.0589600843599,152.4681718554438,120.72560897435898,161.54134955091186,185.15972370843323,1.0,2.235074626865672,2.8259036528310917,1.0,1.0895522388059702,0.6472377095716834,2.0,2.4813432835820897,1.9225711525899933,3.0,9.716417910447761,16.228754219750556
78,77,130,1464.565,114819.51392307691,1210940.5051847184,68.0,763.5230769230769,3997.3619987531424,19.05792673992674,30.95802967073104,37.7397473062103,28.29663229376257,58.05927165384404,113.86135429588049,1.0,1.646153846153846,1.4243809397135283,1.0,1.146153846153846,0.7686849584161046,1.0,2.0615384615384613,1.5688530652580892,3.0,9.753846153846155,15.163737619096393
79,78,310,2727.5,25595.303612903226,65650.76882334278,123.0,1202.725806451613,3510.5278536576197,19.94239623121976,22.120143267462453,13.685511566837825,20.756984552332916,23.85624828465211,14.66718229937949,1.0,2.490322580645161,2.6115693354737526,1.0,1.264516129032258,0.8051405984262342,2.0,2.958064516129032,2.1635812026405774,6.0,17.283870967741937,22.611036294548615
80,79,238,1139.085,7824.365630252101,72446.13776357815,44.0,336.56722689075633,1775.9540805734148,28.90962912087912,32.135225467039035,25.162502738213654,32.61666666666666,36.52427256887079,32.74510854485536,1.0,1.6302521008403361,2.924840638937652,1.0,1.0924369747899159,0.5735608905488385,1.0,1.8445378151260505,1.30440328462624,2.5,6.126050420168068,10.160778917822013
81,80,120,6096.9400000000005,54109.190749999994,113210.27900084422,287.0,3562.7166666666667,12949.069261633325,19.233298059667224,23.929158603209668,16.861203300142265,21.844907407407405,26.06418341766376,18.027060952121126,3.0,4.016666666666667,2.8134829437033746,1.0,1.0666666666666667,0.6043724898128452,3.0,3.2666666666666666,2.019790043724419,10.0,20.816666666666666,24.40105498936137
82,81,147,11151.6,439479.1929251702,4323345.620182878,551.0,34992.77551020408,353949.2180740676,20.844112149532712,24.027394858333473,16.965815180223924,21.97687457318461,26.78617171141218,21.623149080941566,4.0,4.401360544217687,2.7214517276820867,1.0,1.3401360544217686,1.9637000253556007,3.0,3.5238095238095237,2.1143130408487765,15.0,24.346938775510203,23.448180424550078
83,82,136,460.31999999999994,4682.672499999999,28151.947248237193,41.5,161.3308823529412,780.7563479671924,15.560458521870286,18.538227940346914,25.966415977348053,17.192785087719297,20.260221980159404,28.031722231032017,1.0,1.2279411764705883,0.9266979352414828,1.0,1.1102941176470589,0.5398599834613788,1.0,1.8529411764705883,1.2680075462137066,3.0,5.345588235294118,8.954517731266392
84,83,422,2152.48,47242.04898104265,298930.314849097,114.5,778.4952606635071,2661.8052352545983,22.892279967159276,31.156234771330404,35.8484736082811,26.078183257918553,36.23796997450474,46.13864758105639,2.0,2.424170616113744,2.4567873213441636,1.0,1.1066350710900474,0.4679805043976897,2.0,2.8033175355450237,1.9956457086413395,5.5,13.772511848341232,18.72073558768564
85,84,474,255153.535,1489156.6947679324,5682866.39174451,3511.0,12799.166666666666,25703.461933388837,76.30017121184753,87.82500963371191,72.6537371417178,141.72301471325028,274.1372265446419,538.710701709098,5.0,6.345991561181434,4.49882704561956,4.0,6.917721518987341,10.959640657374452,4.0,3.9725738396624473,2.059702692022715,30.0,36.26371308016878,25.686269308799684
86,85,457,16050.0,382203.4989277899,1549384.2976096459,509.0,4559.746170678337,12035.047123297474,60.1957168784029,76.5371922052711,113.55205569760949,200.6535869565217,411.1984033940746,1041.6918695529853,1.0,2.2582056892778994,2.009588707519174,1.0,0.9299781181619255,0.8956024383566085,2.0,2.763676148796499,1.9936725698928117,7.0,17.573304157549234,21.963875560309855
87,86,363,1037516.52,4134844.1752892565,9896199.852228891,6130.0,26012.955922865014,64912.76607013838,162.55895319522088,149.0529306606603,55.445370967338036,3714.57029794692,3250.2530054412887,1876.0741322770436,1.0,1.2258953168044078,1.6847353219521677,1.0,1.0055096418732783,0.16611402524144558,3.0,3.071625344352617,1.7241682605642363,18.0,23.78787878787879,20.527213218179508
88,87,364,285412.135,1400786.473598901,4343192.658205003,1025.5,10006.17857142857,46127.81982449876,395.5249865564015,618.0019101025599,618.431731356374,1044.1348157221566,885.483706704707,1139.2612365412592,1.0,2.019230769230769,2.8694579520066954,1.0,1.0494505494505495,0.43633172266471026,4.0,3.9972527472527473,2.2471268786319403,27.0,34.59615384615385,28.58410983446236
89,88,267,1131.94,4910.510112359551,13830.337858185849,44.0,209.47940074906367,934.1448999608937,33.292352941176475,34.844034829289974,23.389538975671506,36.04259259259259,38.328105781532976,25.65505814023168,1.0,1.2846441947565543,1.2450911752079925,1.0,1.1086142322097379,0.5746858810706441,1.0,1.8239700374531835,1.3499186716804497,2.0,6.790262172284645,11.238068807962996
90,89,730,385.505,32263.704917808212,663938.1607196999,17.0,943.6260273972603,17983.204825031033,23.16852111553785,22.962302517805583,11.750488092094123,23.702820512820516,24.26325174964504,15.681116661581973,1.0,1.584931506849315,2.6166173219051805,1.0,0.9821917808219178,0.675627527386405,1.0,1.5972602739726027,1.1009376976899024,1.0,3.6767123287671235,8.965388722063734
91,90,327,1459.58,81626.65571865444,1105267.3453811335,53.0,612.8103975535169,2386.435808016032,36.19403863845446,61.71874384255189,327.6372589933877,37.46835443037975,73.5345962077563,417.77110863261356,1.0,2.5351681957186543,3.5165452780367126,1.0,1.1559633027522935,1.063974882596589,1.0,1.657492354740061,1.2028074823783337,2.0,6.464831804281346,11.24235876361286
92,91,334,42278.47,197121.7079041916,647699.8751451698,342.0,1310.1616766467066,3392.7577368372877,122.02239469900121,173.27324917028557,153.68888732091966,132.58327779242634,188.24453190343465,173.36955906326247,1.0,1.6137724550898203,1.626707139049919,1.0,1.155688622754491,0.6293716577141286,2.0,3.0988023952095807,2.050224862023457,13.5,22.790419161676645,24.964438932913932
93,92,212,1489917.995,3081721.826933962,5548101.13074623,10898.0,34066.97169811321,71283.29489993196,89.13635788771316,168.671542521246,206.6686714963594,1553.483906241429,1696.5951744281667,849.6719581389783,1.0,1.0235849056603774,0.2051710126105316,1.0,0.7688679245283019,0.49487672983689746,3.5,3.9292452830188678,2.3059152034134063,30.5,39.35377358490566,29.84132340981155
94,93,392,3349.35,257658.56005102038,1580957.0966575206,62.5,4224.283163265306,25549.534515485346,61.66509108732893,71.45692856942784,73.95424134227456,64.82140925689002,76.82194742792139,86.16869254110566,1.0,2.068877551020408,2.1355236222009295,1.0,3.3520408163265305,13.026376778985851,2.0,2.413265306122449,1.9356997587516334,3.0,13.510204081632653,22.257385290241142
95,94,147,96469.41999999998,251525.48190476192,398298.55460178247,3336.0,9076.727891156463,16901.93692132865,28.17838541666666,36.089188431246114,27.993343295825014,124.47807692307691,192.01945880082081,171.89221094758642,2.0,1.870748299319728,0.611220526572245,1.0,0.9931972789115646,0.3791952300046745,2.0,2.795918367346939,1.7119194366774473,17.0,22.19047619047619,19.300909671703334
96,95,155,6751.709999999999,104854.39283870968,366986.8894637133,140.0,1275.9032258064517,4343.11002754399,50.29651162790697,71.84898312507542,96.43012066165187,63.21869565217391,102.70669709508077,298.2806862728956,2.0,2.4838709677419355,2.7120578248961094,1.0,1.2516129032258065,1.2669297604896061,2.0,2.9935483870967743,2.112107257562614,6.0,16.438709677419354,22.336297368687532
97,96,638,543.915,5297.896739811912,51628.483791686216,107.5,484.40909090909093,1727.2780140661778,5.994711655545273,9.70634609101795,32.0572078238178,6.432742140545538,10.613035913266682,34.8195010198251,1.0,1.4545454545454546,1.4740996870142922,1.0,1.1018808777429467,0.8389813504201167,2.0,2.8605015673981193,1.9412827490936095,6.0,13.590909090909092,17.656864896667418
98,97,217,13693.77,2343180.4842396313,9634267.897456052,219.0,11185.451612903225,40446.412703618065,89.42691358024692,199.60002962235689,520.9827168425588,125.62526315789474,621.2318856170452,1866.2729293431528,1.0,3.046082949308756,4.708905653763998,1.0,1.8709677419354838,5.449425342101665,2.0,2.552995391705069,1.945603487490251,6.0,16.986175115207374,23.06863335841002
99,98,152,751.05,96541.95289473684,1170221.3553972028,29.5,739.3157894736842,6838.453021512335,30.134999999999998,35.00446578149453,29.091212382871333,30.64813673341677,41.97474182850778,80.41945662220623,1.0,1.631578947368421,1.3105997339387077,1.0,1.0592105263157894,0.30952971444899074,1.0,1.888157894736842,1.4074039889630772,2.0,4.980263157894737,10.3734699787722
